avg_value_EUR,case_vendor,case_PR_NPR,case_product_type,case_product_specific,rework_activities,payment_block,automation,avg_vendor_workload,num_items,throughput
31480.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.8888888888888888,1,98
541.969696969697,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,35.857142857142854,33,139
654.25,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,5.458333333333333,4,78
3069.0,_other_vendor,PR,Packaging,Containers,2.0,0,0.0,3.823529411764706,1,142
4656.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,1.875,1,98
253.75,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,3.466666666666667,4,78
27310.75,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,7.428571428571429,4,98
24317.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,16.666666666666664,7.333333333333333,1,98
267.7857142857143,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,83.4,14,98
361.0,_other_vendor,PR,Packaging,Labels,0.0,1,0.0,12.2,1,142
3164.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,13.647058823529411,2,98
518.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,13.588235294117649,1,98
2822.5,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,1,16.666666666666664,1.5714285714285714,2,70
261.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,13.558823529411764,1,98
4358.5,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,2.0,2,70
4410.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.0,1,63
45422.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.5454545454545454,1,98
7326.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.25,1,98
10984.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,2.076923076923077,1,142
31038.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,2.076923076923077,1,142
22213.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,20.0,1.0,1,70
1389.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,13.3,1,18
8660.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.6666666666666667,1,142
2710.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,4.7105263157894735,1,98
782.4,vendorID_0136,PR,Packaging,Labels,1.0,0,0.0,47.58620689655172,5,142
45154.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,2.8,1,34
1119.0,_other_vendor,PR,Packaging,_other_specific_type,2.0,0,0.0,6.933333333333334,3,70
3606.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,1,16.666666666666664,2.6923076923076925,1,42
433.3333333333333,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,20.105263157894736,3,63
404.3333333333333,_other_vendor,PR,Packaging,Labels,1.0,1,0.0,6.34375,3,91
3860.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,1.0,1,35
384.0,_other_vendor,PR,Packaging,Containers,1.0,0,0.0,21.945945945945947,1,69
2747.0,_other_vendor,PR,Packaging,Containers,3.0,0,0.0,7.217391304347826,1,141
354.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,21.75675675675676,5,69
1922.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,4.888888888888889,1,98
3457.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,7.217391304347826,2,141
412.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,1,33.33333333333333,1.1,1,77
13352.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,1.4285714285714286,2,69
2379.5,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,4.166666666666667,2,69
4551.25,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,4.0,4,69
8487.666666666666,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,3.615384615384616,3,98
2515.3333333333335,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,7.0,3,98
79.0,_other_vendor,PR,Packaging,Labels,2.0,1,0.0,2.1333333333333333,1,98
411.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,16.166666666666668,14,90
207.0,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,46.293103448275865,1,141
445.1111111111111,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,11.333333333333334,9,27
20002.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,7.666666666666667,1,98
18360.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,1.3,1,98
6.0,vendorID_0171,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,16.642857142857142,1,25
6.0,vendorID_0171,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,16.571428571428573,1,25
292.0,vendorID_0171,PR,Additives,_other_specific_type,0.0,0,0.0,16.5,2,25
135.0,_other_vendor,PR,Packaging,Labels,0.0,0,20.0,86.71428571428571,3,97
5789.0,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,83.6774193548387,1,97
398.5263157894737,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,14.37037037037037,19,138
1071.5,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,5.466666666666667,8,55
133.5,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,2.0,2,77
108.75,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,10.2,4,77
364.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,1,20.0,13.6,10,27
1046.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,2.117647058823529,1,77
243.76923076923077,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,36.5925925925926,26,77
841.0,_other_vendor,_NPR,Sales,_other_specific_type,0.0,0,0.0,5.785714285714286,2,55
2383.5,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,2.555555555555556,2,77
653.3333333333334,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,18.5,3,27
690.2,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,4.85,5,77
638.3333333333334,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,4.444444444444445,3,77
598.4,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,50.0,33.6,30,69
1214.142857142857,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,14.77777777777778,7,69
1924.5,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,22.22222222222222,4,69
3329.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,4.085714285714285,1,77
371.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,80.5,1,69
564.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,22.11111111111111,1,69
112.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.375,1,141
13160.5,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,0,0.0,2.2,2,141
4955.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,1.0,1,125
9640.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,1.2222222222222223,1,141
1059.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,4.962962962962963,1,141
961.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,86.71428571428571,2,97
761.5,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,7.214285714285714,2,69
3750.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,0,0.0,3.5,2,69
2095.3333333333335,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,2.923076923076923,3,69
50.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,3.0,3,27
915.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,13.181818181818182,2,69
20784.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.6,1,97
4343.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,7.695652173913044,2,97
4725.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,2.060606060606061,1,138
777.25,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,10.176470588235292,4,69
3109.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.3333333333333333,1,141
7981.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,0.0,3.333333333333333,1,97
1687.6666666666667,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,11.533333333333331,3,132
234.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,6.6,2,90
21737.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.0,1,97
1180.7142857142858,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,5.357142857142857,7,141
626.5,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,20.0,3.176470588235294,2,68
24077.0,_other_vendor,PR,_other_product_type,_other_specific_type,2.0,0,0.0,1.0,1,140
6992.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.0,1,97
282.0,_other_vendor,PR,_other_product_type,_other_specific_type,2.0,0,0.0,1.65,1,97
3949.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,20.0,7.365853658536586,1,97
24286.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,7.341463414634147,1,97
3868.25,_other_vendor,PR,Additives,_other_specific_type,0.0,1,20.0,7.395348837209302,4,140
2599.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,7.290322580645161,1,140
9107.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,2.2222222222222223,2,26
32603.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,3.3846153846153846,1,68
7849.333333333333,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,6.944444444444445,3,140
2869.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,2.0,0,0.0,3.0,3,54
22613.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.0,1,97
7474.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,2.75,1,97
300.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,7.302325581395348,1,140
9452.0,_other_vendor,PR,Additives,Extenders,1.0,0,0.0,1.9333333333333331,1,97
1385.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,2.909090909090909,1,97
3443.5,_other_vendor,PR,Packaging,Containers,1.0,1,0.0,5.696969696969697,2,140
5580.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,4.071428571428571,2,140
804.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,3.4782608695652173,1,140
7759.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,1.7,1,97
2909.0,_other_vendor,PR,Packaging,_other_specific_type,1.0,0,0.0,1.0,1,97
5044.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,1.5555555555555556,1,230
100.5,_other_vendor,PR,Packaging,Labels,0.0,0,20.0,88.46153846153847,4,94
192.5,_other_vendor,PR,Packaging,Labels,1.0,0,16.666666666666664,11.875,8,87
490.6190476190476,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,21.043478260869566,21,66
167.125,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,16.764705882352942,8,52
377.10526315789474,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,37.0,19,74
1631.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,18.363636363636363,7,24
558.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,4.842105263157895,1,74
542.8333333333334,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,0.0,14.272727272727272,6,24
361.14285714285717,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,16.583333333333332,7,31
490.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,10.642857142857142,3,31
953.75,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,30.484848484848484,32,74
964.5,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,1.4285714285714286,2,135
182.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,15.055555555555555,6,74
437.8333333333333,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,59.86666666666667,18,31
390.08,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,26.25,25,52
585.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,7.018867924528302,1,138
17101.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,7.018867924528302,1,138
528.8,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,29.944444444444443,35,66
528.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,0,0.0,1.2,1,24
512.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,4.9,1,66
259.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,3.8,1,14
264.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,51.375,1,94
203.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,51.375,1,94
808.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,51.3125,1,94
5161.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,2.0,2,66
7761.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,1.0,1,66
1483.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,5.0,5,66
963.6666666666666,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,25.0,5.75,9,74
60968.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,7.475,1,94
422.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,87.15384615384616,1,94
10652.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,0.0,4.086956521739131,1,94
1115.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.8235294117647056,1,115
2574.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,3.875,2,138
2215.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,81.4074074074074,1,66
1370.0,vendorID_0106,PR,Packaging,Containers,0.0,0,0.0,35.18181818181818,1,14
1302.6,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,81.4074074074074,5,66
1454.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,14.625,2,14
51615.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.9545454545454544,1,94
38676.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.6363636363636365,1,94
4945.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.0,1,138
528.0,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,45.2,1,87
98.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,11.703703703703704,1,66
56509.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,2.757575757575758,1,138
56509.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,1,0.0,2.727272727272727,1,138
56509.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,0.0,2.696969696969697,1,138
56509.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,0.0,2.617647058823529,1,168
5971.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,7.739130434782608,1,66
163.0,vendorID_0136,PR,Packaging,Labels,1.0,0,0.0,42.92727272727273,1,138
19107.5,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,4.944444444444445,2,94
2122.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,1,0.0,3.9565217391304346,1,94
2867.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,1.4,1,66
34512.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.5217391304347827,1,94
64007.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.0,1,94
441.75,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,22.485714285714284,4,66
28959.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,1,16.666666666666664,3.9130434782608696,1,94
21719.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,1,16.666666666666664,3.9130434782608696,1,94
139.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,21.266666666666666,2,52
3720.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,2.227272727272727,1,94
29.0,vendorID_0171,PR,_other_product_type,_other_specific_type,0.0,0,0.0,17.416666666666668,1,21
197.5,vendorID_0171,PR,_other_product_type,_other_specific_type,0.0,0,0.0,17.333333333333332,2,21
932.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,9.75,1,138
2886.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,3.2222222222222223,2,137
1593.5,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,4.148148148148148,4,137
692.5,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,1.5,2,227
1169.5,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,2.0,2,73
1811.0,_other_vendor,PR,Packaging,_other_specific_type,1.0,0,0.0,5.25925925925926,1,137
7416.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,1.7142857142857142,1,94
4574.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,1.0909090909090908,1,58
1472.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,6.0,1,72
1061.0,_other_vendor,PR,Packaging,Containers,0.0,1,20.0,6.981132075471698,1,137
1735.0,vendorID_0106,PR,Packaging,Containers,1.0,0,33.33333333333333,29.46296296296296,1,137
129.33333333333334,_other_vendor,PR,Packaging,Labels,0.0,0,25.0,12.81081081081081,15,94
563.0,_other_vendor,PR,Packaging,Containers,0.0,0,25.0,7.666666666666667,1,94
59.0,_other_vendor,PR,Packaging,Labels,0.0,0,25.0,1.6,1,94
37.0,_other_vendor,PR,Packaging,Labels,1.0,1,16.666666666666664,4.642857142857143,1,65
19515.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,2.6666666666666665,3,94
4646.0,_other_vendor,PR,Additives,Extenders,1.0,0,0.0,1.125,1,65
24096.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.0,1,94
202.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,12.511627906976743,1,137
136.0,_other_vendor,PR,Packaging,Labels,0.0,0,20.0,88.83333333333333,1,93
103.0,_other_vendor,PR,Packaging,Labels,0.0,0,20.0,90.0,1,93
1458.0,vendorID_0106,PR,Packaging,Containers,0.0,0,20.0,37.21052631578947,1,30
1924.0,vendorID_0106,PR,Packaging,Containers,0.0,0,20.0,37.21052631578947,1,30
7474.0,vendorID_0106,PR,Packaging,Containers,0.0,0,20.0,37.21052631578947,1,30
7149.0,vendorID_0106,PR,Packaging,Containers,0.0,0,20.0,31.84210526315789,1,65
1371.0,vendorID_0106,PR,Packaging,Containers,0.0,0,20.0,37.21052631578947,1,30
3680.6666666666665,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,82.46153846153847,3,65
4408.5,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,82.46153846153847,2,65
2149.0,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,82.46153846153847,3,65
4018.0,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,82.46153846153847,2,65
3924.0,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,82.46153846153847,2,65
6418.0,vendorID_0104,PR,Packaging,Containers,1.0,0,33.33333333333333,85.65517241379311,16,93
808.0,vendorID_0106,PR,Packaging,Containers,0.0,1,20.0,31.84210526315789,1,65
3697.0,vendorID_0104,PR,Packaging,Containers,0.0,0,25.0,85.65517241379311,1,93
220.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,3.4285714285714284,1,137
624.1851851851852,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,62.85714285714285,27,30
349.32142857142856,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,42.53846153846154,28,37
64.5,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,35.5,2,166
146.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,1,0.0,1.1428571428571428,1,23
894.4285714285714,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,0.0,15.56,7,65
115.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,10.31578947368421,7,73
21367.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,2.0,0,28.57142857142857,2.4166666666666665,1,93
221.77777777777777,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,9.25,9,23
130.66666666666666,_other_vendor,_NPR,Sales,_other_specific_type,0.0,0,0.0,3.571428571428572,3,23
377.0,_other_vendor,_NPR,Sales,_other_specific_type,0.0,1,20.0,1.0,1,73
11430.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,3.1,1,93
54760.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,0.0,1.625,1,93
212.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,38.8,19,73
4262.666666666667,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,2.642857142857143,3,51
2173.8333333333335,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,17.4,6,23
2318.5,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,2.272727272727273,2,73
221.33333333333334,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,2.9411764705882355,3,73
500.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,4.0,4,23
2191.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,4.7,1,93
1826.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,4.6,1,93
2005.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,7.076923076923077,1,137
41470.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,2.5217391304347827,1,93
3226.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,3.571428571428572,2,137
4756.0,vendorID_0106,PR,Packaging,Containers,0.0,0,0.0,29.28301886792453,1,137
1527.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,3.4761904761904763,1,137
1749.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,2.6842105263157894,1,93
2695.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,2.6842105263157894,1,93
10101.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,7.475,1,137
366.0,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,35.36666666666667,1,59
2145.125,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,13.833333333333334,16,73
9041.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,2.2857142857142856,1,23
280.2121212121212,_other_vendor,PR,Packaging,Labels,0.0,1,20.0,49.958333333333336,33,93
6486.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,25.0,3.5,2,23
1344.0,vendorID_0171,PR,_other_product_type,_other_specific_type,0.0,0,0.0,17.727272727272727,1,21
38.0,vendorID_0171,PR,_other_product_type,_other_specific_type,0.0,0,0.0,16.4,2,226
460.3333333333333,vendorID_0171,PR,_other_product_type,_other_specific_type,0.0,0,0.0,17.454545454545453,3,21
197.5,vendorID_0171,PR,_other_product_type,_other_specific_type,0.0,0,0.0,17.181818181818183,2,21
3942.25,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,81.84615384615384,8,65
431.0,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,42.74074074074074,4,137
3980.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,3.878787878787879,1,73
9041.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,2.142857142857143,1,23
45206.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,0.0,2.3181818181818183,1,93
7757.5,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,2.7,2,137
11639.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,10.083333333333334,1,73
278.0,vendorID_0136,PR,Packaging,Labels,1.0,1,0.0,42.66666666666666,1,137
8209.0,_other_vendor,PR,Additives,_other_specific_type,1.0,0,0.0,4.6571428571428575,1,93
9699.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,1.4285714285714286,1,137
26102.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,20.0,2.0,1,93
2264.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,0.0,2.090909090909091,1,93
34208.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,1,16.666666666666664,2.571428571428572,1,137
4286.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,0,0.0,1.2,1,93
22114.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,2.5357142857142856,1,137
329.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,3.375,1,30
12107.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,1,16.666666666666664,1.4444444444444444,1,93
773.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,7.583333333333333,2,65
229.33333333333334,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,10.1875,3,65
484.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,2.4285714285714284,1,93
4727.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,1.9,1,23
8069.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,3.1,1,92
12303.0,_other_vendor,_NPR,Sales,_other_specific_type,0.0,0,0.0,2.055555555555556,1,137
2406.5,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,9.205128205128204,2,137
4091.4,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,6.428571428571429,5,137
405.5,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,22.08823529411765,2,64
5210.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,7.45,1,137
14064.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,5.138888888888889,1,120
11632.5,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,2.4347826086956523,2,93
2547.0,_other_vendor,PR,Packaging,Containers,1.0,0,0.0,5.25,1,93
1323.0,_other_vendor,PR,Packaging,_other_specific_type,1.0,0,0.0,5.25,1,93
15671.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,3.0,1,93
1276.0,_other_vendor,PR,Packaging,Containers,0.0,0,25.0,15.304347826086955,1,93
2042.0,_other_vendor,PR,Packaging,Containers,0.0,0,25.0,7.95,1,93
73.66666666666667,_other_vendor,PR,Packaging,Labels,0.0,0,25.0,12.75,3,93
356.0,_other_vendor,PR,Packaging,Labels,0.0,0,25.0,1.6666666666666667,1,93
14438.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,1.1538461538461535,1,226
7149.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,2.5789473684210527,1,93
2793.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.0,1,226
461.0,_other_vendor,PR,Packaging,Labels,0.0,0,20.0,95.27272727272728,1,92
248.0,_other_vendor,PR,Packaging,Labels,0.0,0,20.0,95.27272727272728,1,92
211.0,_other_vendor,PR,Packaging,Labels,0.0,0,20.0,94.0,1,92
